bestandan,v," to stand by or near, stand on or upon, stand about or around","to stand by or near, stand on or upon, stand about or around",edited
bestelan,v,to steal away or upon,to steal away or upon,not_edited
besteppan,v," to tread or step upon, go, enter","to tread or step upon, go, enter",edited
bestieman,v," to make wet, soak, bedew","to make wet, soak, bedew",edited
bestingan,v," to thrust in, push","to thrust in, push",edited
bestreawian,v," to bestrew; strew all over, besprinkle","to bestrew; strew all over, besprinkle",edited
bestrican,v,to make a stroke about or around,to make a stroke about or around,not_edited
bestridan,v,to bestride,to bestride,not_edited
bestyrian,v,to heap or pile up,to heap or pile up,not_edited
beswican,vt," to deceive, lead astray, cheat, betray","to deceive, lead astray, cheat, betray",edited
beswincan,v," to labour for or at, swink, toil, make with toil","to labour for or at, swink, toil, make with toil",edited
betan,vt,to improve,to improve,not_edited
betellan,v,to speak or tell about,to speak or tell about,not_edited
beteon,v," to draw over; pull over, cover; bethatch, inclose, protect, surround","to draw over; pull over, cover; bethatch, inclose, protect, surround",edited
betera,adj,better,better,not_edited
beterian,v," to improve, to make better","to improve, to make better",edited
betest,adj,best,best,not_edited
betredan,v," to tread upon or over, cover","to tread upon or over, cover",edited
betynan,v," to shut, shut up, close, enclose, hedge in","to shut, shut up, close, enclose, hedge in",edited
betæcan,v," to show, point out, assign, destine","to show, point out, assign, destine",edited
bewacian,v,to keep watch over,to keep watch over,not_edited
bewarian,v," to keep, guard, preserve, protect","to keep, guard, preserve, protect",edited
bewealwian,v," to wallow, wallow around","to wallow, wallow around",edited
beweardian,v," to ward, keep, protect; shelter","to ward, keep, protect; shelter",edited
beweddian,v," to wed, betroth, pledge, plight, give security for","to wed, betroth, pledge, plight, give security for",edited
bewendan,v,to turn about or around; wend about or around,to turn about or around; wend about or around,not_edited
beweorpan,vt," to throw away, cast down (+ on, into)","to throw away, cast down",edited
bewepan,v," to weep, weep over or about, bewail","to weep, weep over or about, bewail",edited
bewindan,v," to wind around or about, enwrap, wrap, entwine, encircle, surround","to wind around or about, enwrap, wrap, entwine, encircle, surround",edited
bewitan,v," to overlook; oversee, watch over; bewatch, superintend, preside, govern","to overlook; oversee, watch over; bewatch, superintend, preside, govern",edited
bewlatian,v," to see, look, behold","to see, look, behold",edited
bewlitan,v," to look, behold, spectate","to look, behold, spectate",edited
bewrecan,v," to exile, send away","to exile, send away",edited
bewritan,v," to write down, inscribe; inwrite","to write down, inscribe; inwrite",edited
bewyrcan,v," to work, inset, insert, build round, surround, cover over; bethatch, adorn; bedeck","to work, inset, insert, build round, surround, cover over; bethatch, adorn; bedeck",edited
bewægnan,v,to offer,to offer,not_edited
bewæpnian,v,to disarm,to disarm,not_edited
beæwnian,v," to join in marriage, to marry","to join in marriage, to marry",edited
beþeccan,v,to cover,to cover,not_edited
beþencan,v," to think about, consider; bethink, bear in mind","to think about, consider; bethink, bear in mind",edited
beþian,v," to heat, warm, foment","to heat, warm, foment",edited
beþiedan,v," to join, attach","to join, attach",edited
beþrawan,v,to twist,to twist,not_edited
beþringan,v," to throng or press around, surround, encompass; beset, burden, oppress","to throng or press around, surround, encompass; beset, burden, oppress",edited
biblioþece,n,library,library,not_edited
bicce,n," bitch, a female dog","bitch, a female dog",edited
bicnol,adj," indicating, indicative","indicating, indicative",edited
bidan,v," to wait, to wait for","to wait, to wait for",edited
biddan,v," to ask, request","to ask, request",edited
biecnan,v," to beckon, nod","to beckon, nod",edited
bieldan,v," to make bold, encourage, cheer","to make bold, encourage, cheer",edited
bieme,n,trumpet,trumpet,not_edited
biemere,n,a trumpeter,a trumpeter,not_edited
biemian,v,to play a trumpet,to play a trumpet,not_edited
bierce,n,birch,birch,not_edited
biergan,v,to taste,to taste,not_edited
bierhtu,n," brightness, splendor","brightness, splendor",edited
biernan,vi,to burn,to burn,not_edited
bifian,v," to tremble, shake","to tremble, shake",edited
bigenga,n,inhabitant,inhabitant,not_edited
bil,n," a kind of sword or other bladed weapon, apparently having two edges","a kind of sword or other bladed weapon, apparently having two edges",edited
bilehwit,adj," pure, sincere, honest","pure, sincere, honest",edited
bilewit,adj," innocent, simple","innocent, simple",edited
biliþe,n," an image, a representation, resemblance, likeness","an image, a representation, resemblance, likeness",edited
binama,n,pronoun,pronoun,not_edited
bindan,v," to bind, constrain","to bind, constrain",edited
binn,n,stall,stall,not_edited
biscop,n,bishop (ranking member of Christian clergy),bishop (ranking member of Christian clergy),not_edited
biscopdom,n," a bishop's province, a bishopric","a bishop's province, a bishopric",edited
biscophad,n," bishophood, a bishop's office or state, a bishopric, episcopate","bishophood, a bishop's office or state, a bishopric, episcopate",edited
biscoprice,n," a bishopric; a bishop's province, diocese","a bishopric; a bishop's province, diocese",edited
bisenian,v,to set an example,to set an example,not_edited
bisgian,v,to busy (keep oneself occupied),to busy (keep oneself occupied),not_edited
bisig,adj,busy,busy,not_edited
bisignes,n," care, anxiety, occupation","care, anxiety, occupation",edited
bisigu,n," business, occupation, activity","business, occupation, activity",edited
bismer,n," filthiness, pollution, abomination, disgrace, infamy, mockery, reproach, contumely, blasphemy, calumny","filthiness, pollution, abomination, disgrace, infamy, mockery, reproach, contumely, blasphemy, calumny",edited
bispell,n," example, pattern; proverb","example, pattern; proverb",edited
bispellboc,n,book of parables,book of parables,not_edited
bisæc,n," visit, going to see","visit, going to see",edited
bisæcc,n,wallet,wallet,not_edited
bita,n," bite (of food), mouthful","bite (of food), mouthful",edited
bitan,v,to bite,to bite,not_edited
bite,n,bite,bite,not_edited
biter,adj,bitter (taste etc.),bitter (taste etc.),not_edited
biternes,n,the quality or state of being bitter; bitterness,the quality or state of being bitter; bitterness,not_edited
biword,n,an adverb,an adverb,not_edited
blac,adj," pale, shining, white","pale, shining, white",edited
blacern,n,place for light,place for light,not_edited
blacian,v,to become pale,to become pale,not_edited
blanc,adj,white,white,not_edited
blanca,n,white (or grey) horse,white (or grey) horse,not_edited
blandan,v,to blend,to blend,not_edited
blatian,v,to be pale or livid,to be pale or livid,not_edited
blaw,adj,blue,blue,not_edited
blawan,v,to blow; breathe,to blow; breathe,not_edited
bleat,adj,wretched,wretched,not_edited
bleaþ,adj,gentle; shy; cowardly; timid,gentle; shy; cowardly; timid,not_edited
bled,n," a shoot, branch","a shoot, branch",edited
bledan,v,to bleed,to bleed,not_edited
bledhwæt,adj,shoot growing quickly,shoot growing quickly,not_edited
blencan,v,to deceive,to deceive,not_edited
blendan,v,to blind,to blind,not_edited
bleo,n,colour,colour,not_edited
bleoread,adj,purple; blue-red,purple; blue-red,not_edited
bletsian,v," to bless, to consecrate","to bless, to consecrate",edited
bletsung,n,blessing,blessing,not_edited
blican,v," to shine, glitter, dazzle, sparkle, twinkle","to shine, glitter, dazzle, sparkle, twinkle",edited
blind,adj,blind,blind,not_edited
blindnes,n," blindness, inability to see because of darkness","blindness, inability to see because of darkness",edited
blinnan,v," to cease, leave off, rest from","to cease, leave off, rest from",edited
bliss,n,joy,joy,not_edited
blissian,vi,to rejoice; be glad,to rejoice; be glad,not_edited
bliþe,adj," clement, gentle","clement, gentle",edited
blod,n,blood,blood,not_edited
blodgian,v,to make or become bloody,to make or become bloody,not_edited
blodig,adj,of the nature of blood; bloodlike,of the nature of blood; bloodlike,not_edited
blodleas,adj,bloodless,bloodless,not_edited
blodreow,adj,bloodthirsty,bloodthirsty,not_edited
blodwite,n," penalty for bloodshed, bloodwite","penalty for bloodshed, bloodwite",edited
bloma,n,flower,flower,not_edited
blondenfeax,adj," grey-haired, grizzly-haired","grey-haired, grizzly-haired",edited
blostm,n," flower, blossom","flower, blossom",edited
blostma,n," flower, blossom","flower, blossom",edited
blostmbære,adj," blooming, blossoming; bloomy","blooming, blossoming; bloomy",edited
blostmian,v," to blossom, to bloom","to blossom, to bloom",edited
blostmig,adj," flowery, floral","flowery, floral",edited
blot,n," a sacrifice, especially a blood sacrifice by heathens","a sacrifice, a blood sacrifice by heathens",edited
blotan,v,to sacrifice (to a god),to sacrifice (to a god),not_edited
blotmonaþ,n,November,November,not_edited
blowan,v," to flower, blossom, bloom","to flower, blossom, bloom",edited
blæc,adj,black,black,not_edited
blæd,n,a leaf,a leaf,not_edited
blædnes,n," flower, blossom","flower, blossom",edited
blæge,n,gudgeon; bleak (fish),gudgeon; bleak (fish),not_edited
blæhæwen,adj,light blue,light blue,not_edited
blæse,n," blaze, flame","blaze, flame",edited
blæst,n," blowing, blast, burst of wind, breeze","blowing, blast, burst of wind, breeze",edited
blætan,v," to baa, bleat","to baa, bleat",edited
boc,n,book,book,not_edited
bocere,n,scribe,scribe,not_edited
bocgestreon,n,library,library,not_edited
bochus,n," a library, bookhouse","a library, bookhouse",edited
bocian,v," to give by charter, to charter","to give by charter, to charter",edited
boclar,n,book-learning; booklore,book-learning; booklore,not_edited
boclic,adj," books; booklike, bookish, biblical, scriptural","books; booklike, bookish, biblical, scriptural",edited
bocstæf,n," written character, letter","written character, letter",edited
boctreow,n,beech,beech,not_edited
bod,v," a command, mandate, precept, order; bidding","a command, mandate, precept, order; bidding",edited
boda,n," messenger, envoy, herald, apostle, angel","messenger, envoy, herald, apostle, angel",edited
bodan,n," ground, foundation","ground, foundation",edited
bodian,v," to tell, proclaim, announce","to tell, proclaim, announce",edited
bodig,n,stature,stature,not_edited
bog,n,the arm or shoulder,the arm or shoulder,not_edited
boga,n,bow (weapon),bow (weapon),not_edited
bogiht,adj," crooked, full of bends","crooked, full of bends",edited
bolca,n,gangway (of ship),gangway (of ship),not_edited
bold,n," house, dwelling, building","house, dwelling, building",edited
bolgenmod,adj,enraged,enraged,not_edited
bolla,n,bowl,bowl,not_edited
bolle,n," bowl, cup, pot, beaker, measure","bowl, cup, pot, beaker, measure",edited
bolster,n,pillow,pillow,not_edited
bolt,n,bolt,bolt,not_edited
bon,n,ornament,ornament,not_edited
bonda,n,husband,husband,not_edited
bora,n,bearer (only attested in compounds),bearer,edited
bord,n," board, plank","board, plank",edited
bordclaþ,n,tablecloth,tablecloth,not_edited
borg,n,pledge,pledge,not_edited
borgian,v,to borrow,to borrow,not_edited
borian,v," to bore, pierce","to bore, pierce",edited
bosig,n,an ox or cowstall,an ox or cowstall,not_edited
bosm,n," breast, bosom, chest","breast, bosom, chest",edited
bot,n," help, assistance, rescue, remedy, cure, deliverance from evil","help, assistance, rescue, remedy, cure, deliverance from evil",edited
botettan,v,to improve,to improve,not_edited
botleas,adj," bootless, unpardonable, what cannot be redeemed, recompensed or expiated by the payment of boot","bootless, unpardonable, what cannot be redeemed, recompensed or expiated by the payment of boot",edited
botm,n,bottom; foundation,bottom; foundation,not_edited
box,n,box,box,not_edited
boxtreow,n,box tree,box tree,not_edited
boþen,n,rosemary,rosemary,not_edited
brad,adj,broad,broad,not_edited
brand,n,firebrand; torch,firebrand; torch,not_edited
brant,adj," tall, high, steep","tall, high, steep",edited
brastlian,v,to brustle; rustle; crackle; make a noise; murmur,to brustle; rustle; crackle; make a noise; murmur,not_edited
bread,n," bit, piece, morsel, crumb","bit, piece, morsel, crumb",edited
breahtm,n," a noise; tumult; clamour; revelry, music; sound; cry","a noise; tumult; clamour; revelry, music; sound; cry",edited
